id,loan_status,int_rate,addr_state,num_actv_rev_tl,num_sats,emp_length,funded_amnt,last_pymnt_amnt,annual_inc,avg_cur_bal
2143,Charged Off,11.31,CA,5,8,1,33500,1101.68,90000,6138
2144,Fully Paid,11.8,NJ,6,17,4,18000,14310.58,180000,4018
2145,Fully Paid,15.02,MI,2,2,10,3000,623.35,72000,11055
2146,Charged Off,16.14,NC,2,10,1,16000,0,105000,15525
2147,Charged Off,26.31,MT,2,4,8,12000,361.5,45000,33419
2148,Fully Paid,18.94,MD,2,13,10,33275,277.27,110000,27146
2149,Charged Off,19.92,CT,5,12,6,16000,593.97,165000,6637
2150,Fully Paid,11.31,MN,2,2,1,5300,5338.3,40000,2461
2151,Fully Paid,7.56,TX,9,25,1,10000,10093.72,72000,6161
2152,Fully Paid,16.91,PA,1,18,10,5000,5103.8,54000,13287
2153,Charged Off,25.34,FL,4,13,7,12200,487.27,40000,11861
2154,Fully Paid,10.72,NY,9,19,6,20000,19923,71000,7812
2155,Fully Paid,16.91,CA,5,7,10,35000,34262.36,120000,8553
2156,Fully Paid,8.19,CA,4,14,2,32000,32023.48,130000,27027
2157,Charged Off,23.4,CA,7,16,10,8000,311.35,35000,713
2158,Fully Paid,15.02,IL,7,15,3,6000,6166.23,65000,14393
2159,Fully Paid,14.47,AK,5,10,1,12000,6418.44,48000,7467
2160,Fully Paid,11.31,CA,4,8,3,3000,3032.05,104000,48374
2161,Fully Paid,15.02,WI,7,14,10,5000,5076.86,63000,28940
2162,Fully Paid,12.98,MI,9,15,10,7000,6759.97,102000,1102
2163,Charged Off,23.4,VA,3,4,9,17100,665.51,120000,3277
2164,Charged Off,10.33,MO,5,8,6,10500,340.44,42000,840
2165,Fully Paid,13.56,CA,3,11,1,12000,6418.44,72000,8873
2166,Fully Paid,16.91,CA,6,8,5,24000,24172.48,55000,10624
2167,Charged Off,11.8,TN,2,14,5,21600,478.3,129600,9828
2168,Fully Paid,18.94,LA,6,17,10,3200,3205.05,72000,13773
2169,Fully Paid,10.33,VA,3,16,3,31000,31028.91,125000,18953
2170,Fully Paid,10.72,MA,2,8,4,6025,49.55,60000,32245
2171,Fully Paid,16.91,TX,1,1,2,2000,818.05,62000,175
2172,Fully Paid,10.33,PA,8,10,10,25000,25043.69,131000,13124
2173,Fully Paid,19.92,NH,6,9,2,28000,28340.85,77000,2468
2174,Fully Paid,16.14,TX,4,10,10,36400,37054.57,127000,11755
2175,Fully Paid,8.19,NC,3,5,1,16000,15026.24,60000,11746
2176,Fully Paid,27.27,OR,5,17,1,15000,6498.2,96000,30359
2177,Charged Off,11.8,MN,3,4,2,12000,6418.44,70000,8873
2178,Charged Off,17.97,CA,4,10,6,8400,303.56,81600,2094
2179,Fully Paid,12.98,AL,6,15,10,36000,36094.76,110000,21390
2180,Fully Paid,11.8,NC,11,10,5,6000,5936.65,35000,385
2181,Fully Paid,18.94,WI,2,3,3,12300,12319.41,31000,1518
2182,Charged Off,6.46,NJ,9,21,10,35000,1072.08,113340,12835
2183,Charged Off,23.4,CA,5,11,6,12000,467.03,46000,6352
2184,Charged Off,12.98,NC,4,10,3,35000,1178.96,140000,10574
2185,Fully Paid,19.92,CT,4,12,6,13000,13122.29,36000,1218
2186,Fully Paid,19.92,MI,7,14,10,12000,12041.04,76000,17094
2187,Fully Paid,14.47,KY,3,7,6,10000,10013.51,10304.28,23779
2188,Charged Off,23.4,NC,3,6,1,12100,470.92,50000,31183
2189,Fully Paid,8.19,SC,2,9,6,2000,1914.24,23000,981
2190,Fully Paid,8.19,AL,6,14,10,7000,94.91,51000,3788
2191,Fully Paid,18.94,NC,3,5,2,17575,18042.52,23400,4982
2192,Fully Paid,8.81,NC,9,18,10,5000,4959.8,35000,405
2193,Fully Paid,20.89,TX,9,23,2,10000,293.83,65000,3214
2194,Fully Paid,12.98,NY,7,10,10,4000,4077.09,70000,20354
2195,Fully Paid,10.33,CA,4,7,2,19625,19960.71,72000,8873
2196,Charged Off,6.46,CA,8,25,1,30000,918.93,72000,3755
2197,Fully Paid,10.72,CA,7,11,7,32000,31566.93,175000,47600
2198,Fully Paid,12.98,CA,9,17,10,12000,6418.44,75000,42548
2199,Fully Paid,23.4,WI,7,10,10,12000,12070.2,65000,26358
2200,Fully Paid,18.94,TN,1,6,1,10000,10168.14,67200,16229
2201,Fully Paid,12.98,WA,2,5,1,8000,5337.28,45000,5027
2202,Fully Paid,19.92,FL,1,16,1,10800,10836.54,42000,3862
2203,Fully Paid,12.98,VA,3,13,6,20000,0.56,145000,1827
2204,Fully Paid,11.8,NY,2,4,4,12000,6418.44,78000,46096
2205,Charged Off,26.31,NY,3,6,5,10000,301.25,65000,276
2206,Fully Paid,10.72,MA,5,10,5,20000,20300.77,110000,8873
2207,Fully Paid,10.33,FL,4,8,10,9500,9627.02,123000,42324
2208,Fully Paid,27.27,OK,4,18,4,15475,15987.79,109000,12065
2209,Charged Off,10.33,WA,5,10,10,6400,207.51,160000,8873
2210,Charged Off,12.98,MD,2,6,10,12000,404.22,33638,2042
2211,Fully Paid,8.19,NJ,0,5,10,2000,2019.42,80000,2124
2212,Fully Paid,8.19,NH,1,9,8,5000,26.16,153000,41757
2213,Fully Paid,7.02,MA,8,23,5,6025,6042.62,73000,2989
2214,Fully Paid,10.33,CT,4,10,1,4800,4732.58,175000,27666
2215,Fully Paid,12.98,CA,8,12,10,20000,19814.91,114000,31270
2216,Fully Paid,7.56,CA,2,9,3,9525,9386.89,42000,1012
2217,Fully Paid,10.72,MO,1,7,9,25000,25025.46,52000,17497
2218,Fully Paid,17.97,TX,4,7,1,22000,22036.24,25000,515
2219,Charged Off,27.27,VA,3,13,10,15000,50,77000,4853
2220,Fully Paid,20.89,CA,4,10,9,12000,12211.62,65000,5486
2221,Charged Off,14.47,CO,7,10,10,35000,0,100088,3002
2222,Fully Paid,11.31,AZ,5,7,10,25000,24082.41,58000,4296
2223,Fully Paid,22.35,OR,3,5,1,20400,38.32,35000,31199
2224,Fully Paid,8.81,OH,2,7,8,6000,5771.9,72000,31397
2225,Fully Paid,16.14,KY,6,12,7,16000,16024.53,55000,3855
2226,Charged Off,11.8,CO,10,15,5,20000,662.38,72500,2099
2227,Fully Paid,10.72,WA,2,5,6,24000,3576.34,78000,15164
2228,Charged Off,16.91,TX,1,5,6,20000,496.09,48000,3066
2229,Charged Off,10.33,OH,7,10,7,7800,252.9,45000,13268
2230,Fully Paid,11.8,AZ,4,14,10,15000,26.49,56000,16416
2231,Charged Off,24.37,NV,4,10,2,25000,985.69,85000,29812
2232,Fully Paid,13.56,OR,3,6,10,35000,34317.34,139000,8873
2233,Fully Paid,16.14,MD,8,16,10,16500,1180.5,72000,16966
2234,Fully Paid,8.81,VA,3,26,2,4000,4043.69,125000,33952
2235,Fully Paid,11.8,CA,6,22,6,12000,6418.44,72000,4348
2236,Fully Paid,11.31,MI,5,13,10,2000,2004.51,48000,1708
2237,Fully Paid,8.81,CO,6,17,5,6000,46.99,48000,3095
2238,Fully Paid,19.92,GA,2,7,10,4000,4007.44,56000,3331
2239,Fully Paid,16.91,MI,6,9,1,35000,13107.38,70000,4363
2240,Fully Paid,16.91,CA,1,5,4,2000,1523.17,45000,43345
2241,Fully Paid,26.31,CA,3,7,10,16500,16586.58,133500,8873
2242,Fully Paid,14.47,NY,6,14,2,20500,20924.42,70000,6864
2243,Fully Paid,7.02,NY,3,13,2,20000,19631.86,190000,9785
2244,Fully Paid,6.46,WA,3,6,5,10000,10028.94,27474,3460
2245,Fully Paid,16.14,NY,1,2,1,1500,1502.26,25000,106
2246,Charged Off,16.14,FL,8,9,6,5000,0,43200,2253
2247,Fully Paid,11.8,NV,4,10,6,7800,7732.27,30000,26224
2248,Fully Paid,7.02,UT,1,6,10,22000,22068.64,105000,40936
2249,Fully Paid,10.72,TX,6,24,9,12800,12847.3,60000,7243
2250,Fully Paid,11.31,NJ,5,12,1,10000,10019.42,55000,8277
2251,Fully Paid,18.94,CA,4,11,1,30000,30412.92,72000,36037
2252,Fully Paid,10.33,NY,5,7,4,12000,11930.79,91000,3051
2253,Fully Paid,7.56,CA,2,8,1,10000,10065.05,80000,38264
2254,Fully Paid,11.31,CA,2,6,1,12000,12219.87,50000,8397
2255,Fully Paid,8.19,NY,3,8,6,14000,3.02,140000,30046
2256,Fully Paid,10.33,MN,2,13,4,10000,9990.51,100000,13206
2257,Fully Paid,14.47,GA,6,10,10,10000,9902.85,24500,1285
2258,Fully Paid,16.91,MO,5,9,10,21000,21472.42,69000,2804
2259,Charged Off,18.94,TN,13,15,10,10000,366.26,50000,6349
2260,Fully Paid,23.4,CA,10,15,2,8000,8097.54,149000,18972
2261,Fully Paid,20.89,FL,6,11,10,17000,17033.15,46000,4642
2262,Fully Paid,27.27,FL,5,10,10,25000,25746.4,72000,43433
2263,Fully Paid,24.37,PA,9,13,10,28800,28488.46,64000,14431
2264,Fully Paid,10.72,TX,3,9,10,10000,10010.01,120000,32945
2265,Fully Paid,7.02,OH,3,12,10,2000,1912.46,37400,8639
2266,Fully Paid,10.72,NY,3,5,2,3000,2896.95,50000,2684
2267,Fully Paid,25.34,TX,7,12,10,18000,18758.6,75000,16662
2268,Fully Paid,8.81,CA,4,14,10,10000,10008.37,45000,2390
2269,Charged Off,25.34,OR,2,4,6,5000,199.7,15114,2698
2270,Fully Paid,22.35,NY,3,10,10,30000,29398.75,73000,2210
2271,Fully Paid,8.19,WA,4,8,1,12000,6418.44,72000,8873
2272,Fully Paid,16.91,IN,1,13,10,28000,102.94,67000,3665
2273,Fully Paid,10.33,NY,1,5,7,36000,35546.6,125000,3760
2274,Fully Paid,16.14,CA,2,12,1,20000,20030.13,85000,5910
2275,Fully Paid,7.02,CO,1,10,10,4000,4034.22,38000,923
2276,Fully Paid,8.81,WA,9,20,10,16000,16171.23,90000,20900
2277,Charged Off,8.19,CA,1,6,5,3500,109.99,35000,1107
2278,Charged Off,8.81,CA,4,10,1,12000,761.08,104000,18134
2279,Fully Paid,16.91,TN,6,16,10,7200,7021,40360,11380
2280,Fully Paid,8.19,NY,0,12,1,19200,18421.21,100000,6660
2281,Fully Paid,13.56,MO,3,7,6,10000,9739.34,30000,996
2282,Fully Paid,19.92,CT,0,4,1,16800,16831.23,50000,0
2283,Fully Paid,18.94,NE,4,9,8,30000,30158.78,37000,8873
2284,Fully Paid,20.89,KS,4,10,5,2500,2531.92,96000,15514
2285,Charged Off,10.72,NV,1,5,10,15600,337.01,70000,8873
2286,Charged Off,11.8,NC,8,21,6,10000,331.19,25000,436
2287,Fully Paid,7.02,IL,1,8,6,4200,4128.13,55000,3703
2288,Fully Paid,7.56,CO,3,11,10,30000,30411.89,175000,8873
2289,Fully Paid,20.89,NY,1,8,8,35000,35254.79,66000,5763
2290,Fully Paid,10.33,AL,5,20,3,2400,2418.59,36000,914
2291,Fully Paid,10.33,CT,2,9,9,3000,2965.24,85000,2743
2292,Fully Paid,6.46,MI,5,11,10,30000,29435.77,95000,1462
2293,Fully Paid,10.72,VT,3,6,4,7000,7127.66,53000,2625
2294,Fully Paid,11.8,MN,5,10,4,6000,6062.84,68239,2182
2295,Charged Off,20.89,SC,4,19,6,7500,0,36000,4624
2296,Charged Off,19.92,TX,3,8,6,25000,661.24,42072,5756
2297,Charged Off,15.02,CA,9,13,8,14000,485.46,60000,2183
2298,Fully Paid,20.89,IL,4,15,10,15000,15373.19,65000,947
2299,Fully Paid,25.34,CA,1,7,9,4550,47.75,120000,8873
2300,Fully Paid,14.47,WI,5,11,10,15000,15078.38,133000,31839
2301,Fully Paid,8.81,MD,2,9,10,5000,4795.98,75000,2670
2302,Charged Off,23.4,MI,10,18,6,35000,994.73,165000,18468
2303,Charged Off,23.4,CA,7,14,2,10000,389.19,36800,927
2304,Fully Paid,8.19,IL,7,11,10,15000,14372.6,100000,34043
2305,Fully Paid,10.33,ID,3,11,10,12000,11857.69,61846,28835
2306,Fully Paid,15.02,CA,1,4,4,15000,15033.17,80000,7479
2307,Fully Paid,25.34,NV,9,14,10,25000,25579.71,80000,25211
2308,Fully Paid,10.72,NJ,9,13,10,3000,3035.59,165000,31175
2309,Fully Paid,8.19,NC,1,8,1,5000,4934.07,50000,22624
2310,Charged Off,12.98,IL,3,11,7,8500,286.32,91000,20897
2311,Fully Paid,12.98,UT,5,11,1,2500,2544.66,26000,1861
2312,Fully Paid,12.98,MN,3,10,6,10000,10133.41,30500,8316
2313,Fully Paid,10.33,WA,1,5,10,31000,27567.91,115500,49123
2314,Fully Paid,8.19,CA,0,9,10,30000,30245.15,72000,28296
2315,Fully Paid,12.98,GA,2,10,9,4000,4079.91,65000,35299
2316,Fully Paid,16.91,TN,3,7,1,9600,9841.18,32000,3197
2317,Fully Paid,20.89,CO,3,5,9,4000,4099.2,42000,4726
2318,Charged Off,19.92,NY,5,11,1,25000,661.24,131880,8873
2319,Charged Off,15.02,TX,4,12,2,19500,464.11,59000,8122
2320,Charged Off,16.14,FL,10,21,6,30000,731.78,45000,15271
2321,Fully Paid,26.31,ID,6,11,10,10000,14.37,63500,24222
2322,Charged Off,18.94,FL,4,13,1,15000,388.62,92000,4677
2323,Fully Paid,10.33,WI,2,3,10,12000,6418.44,74000,999
2324,Fully Paid,17.97,NJ,1,5,1,5500,5510.98,72000,2050
2325,Charged Off,25.34,CO,2,12,4,12200,0,94000,1402
2326,Fully Paid,19.92,IN,3,9,6,3000,3029.88,130000,3451
2327,Charged Off,27.27,NV,5,10,1,16000,655.53,30000,2741
2328,Fully Paid,19.92,NC,6,11,10,16500,16148.15,63000,8671
2329,Fully Paid,23.4,FL,4,16,10,2400,2477.82,68000,3905
2330,Fully Paid,10.72,GA,4,6,10,14000,41.16,36000,19878
2331,Fully Paid,18.94,VA,6,12,5,10000,9970.91,85000,2380
2332,Fully Paid,16.91,OR,12,18,8,14725,15048.89,84000,4896
2333,Fully Paid,12.98,TX,3,7,6,21000,1412.27,90000,5700
2334,Fully Paid,26.31,FL,2,7,6,10000,10399.75,48000,19651
2335,Fully Paid,7.02,FL,8,14,7,20000,19613.34,90000,4357
2336,Fully Paid,8.81,CA,1,9,10,2500,12.85,136000,29838
2337,Fully Paid,8.81,IN,4,21,10,15000,14374.34,75000,10056
2338,Fully Paid,17.97,KS,5,20,1,15000,15142.26,105000,10274
2339,Fully Paid,22.35,VA,7,17,1,25000,25465.91,81000,26366
2340,Fully Paid,16.14,TX,9,14,1,3000,2975.43,73000,5343
2341,Charged Off,10.33,MS,2,10,10,7500,273.3,49000,5620
2342,Fully Paid,15.02,NC,3,4,6,1000,1025.98,16500,658
2343,Fully Paid,22.35,OR,6,7,1,24000,24078.97,67170,39786
2344,Fully Paid,12.98,AZ,4,12,5,35000,35066.88,96000,14384
2345,Charged Off,8.19,AZ,8,24,6,20000,628.49,55000,4478
2346,Fully Paid,16.91,TN,6,21,3,6000,6014.94,49000,16217
2347,Fully Paid,7.56,TN,3,10,3,20000,19644.47,128000,24033
2348,Fully Paid,7.56,GA,4,12,10,10000,9592.7,60000,9409
2349,Charged Off,16.91,SC,1,5,8,8000,284.87,36000,23548
2350,Fully Paid,8.19,FL,3,7,6,3500,3455.36,72000,21776
2351,Charged Off,15.02,CA,5,9,10,20000,693.51,45000,3942
2352,Fully Paid,23.4,CA,4,8,5,35000,35591.5,150000,47056
2353,Fully Paid,11.8,IN,4,10,1,25000,25040.97,67000,23195
2354,Fully Paid,10.33,SD,4,13,10,1000,862.49,35000,18130
2355,Fully Paid,11.31,SC,4,14,6,8000,8055.29,23000,3261
2356,Charged Off,13.56,FL,3,11,1,6000,203.79,68000,2199
2357,Charged Off,11.8,AZ,2,4,4,15000,332.16,70000,11351
2358,Charged Off,11.8,PA,6,11,2,4500,0,55000,7687
2359,Fully Paid,8.81,CA,5,12,10,22000,22198.29,106000,1974
2360,Fully Paid,22.35,CA,8,25,10,30000,30564.79,160000,4628
2361,Charged Off,16.91,MI,4,10,10,5000,178.04,57600,1705
2362,Fully Paid,15.02,MD,2,16,4,10000,9908.77,120000,19236
2363,Fully Paid,8.19,AZ,4,19,10,12000,6418.44,66560,5081
2364,Fully Paid,11.31,TX,4,6,7,30000,30051.65,105000,37160
2365,Fully Paid,12.98,TX,5,12,1,12000,6418.44,125000,30665
2366,Fully Paid,17.97,NV,4,9,1,15000,15038.79,59280,4695
2367,Fully Paid,11.8,WY,2,7,10,12000,6418.44,69000,38502
2368,Fully Paid,25.34,GA,10,16,8,12000,12274.58,37252,10404
2369,Fully Paid,20.89,WA,4,27,7,12000,12402,123000,22441
2370,Charged Off,14.47,CA,5,10,3,20000,688.13,42000,1703
2371,Fully Paid,8.81,MD,4,6,1,12000,12145.4,45000,2220
2372,Fully Paid,16.91,MO,4,10,10,14400,4043.99,81000,1634
2373,Fully Paid,7.02,NY,0,8,1,4800,3026.29,105000,621
2374,Fully Paid,19.92,AZ,2,12,2,13800,14180.3,60000,3898
2375,Fully Paid,11.8,NJ,2,9,10,33000,33057.33,94045,14723
2376,Fully Paid,8.81,SC,1,8,7,1500,1509.18,100000,40106
2377,Fully Paid,6.46,RI,8,15,6,12000,38318.44,90000,23111
2378,Fully Paid,23.4,ME,6,11,6,6000,6181.48,110000,25673
2379,Fully Paid,17.97,MT,4,7,10,20000,19941.68,80400,10338
2380,Fully Paid,12.98,CA,1,7,3,6000,5963.36,75000,2519
2381,Fully Paid,8.81,CA,6,10,1,6000,6007.71,103000,2003
2382,Fully Paid,24.37,CA,11,20,10,12500,12904.85,135000,26813
2383,Fully Paid,15.02,IL,0,6,10,9600,9703.16,140000,41807
2384,Fully Paid,7.56,MN,1,7,4,10000,9851.01,32000,8674
2385,Charged Off,16.91,CA,3,9,3,12000,0,36000,296
2386,Fully Paid,16.91,NV,4,5,6,6000,6015.63,89000,5372
2387,Fully Paid,13.56,CA,7,9,6,18000,18022.37,101000,45640
2388,Fully Paid,16.91,CA,4,12,2,11200,11443.79,80000,2793
2389,Fully Paid,12.98,TN,4,21,10,16000,16292.77,75000,10533
2390,Fully Paid,15.02,UT,7,13,6,20000,19809.58,64000,23287
2391,Fully Paid,17.97,KY,2,15,1,12000,12080.03,38000,2502
2392,Fully Paid,11.31,NY,4,6,4,34500,33404.92,72000,12056
2393,Fully Paid,17.97,WV,7,13,10,10000,43.01,78000,16153
2394,Fully Paid,20.89,CA,1,3,10,10000,10277.53,40000,8873
2395,Fully Paid,6.46,FL,0,7,10,4000,3990.62,70000,24851
2396,Fully Paid,7.56,CA,3,14,7,14000,14015.14,8500,2377
2397,Fully Paid,16.91,CA,11,13,10,2100,2137.31,57000,2459
2398,Fully Paid,8.81,ID,0,5,10,25000,24582.14,50000,8873
2399,Fully Paid,11.8,TX,2,6,5,8000,8013.58,40000,1551
2400,Fully Paid,18.94,CA,6,7,3,18000,18049.05,46000,2257
2401,Fully Paid,20.89,WY,4,24,10,5325,5334.88,155000,11879
2402,Fully Paid,7.02,GA,3,10,7,35000,35264.12,104000,7784
2403,Fully Paid,8.19,WA,6,11,2,35000,33521.37,180000,30714
2404,Charged Off,17.97,NH,6,10,5,20000,507.55,52000,5560
2405,Fully Paid,15.02,NY,2,6,10,20000,20283.33,55000,7103
2406,Fully Paid,6.46,OK,4,8,10,20000,20128.66,76000,18236
2407,Fully Paid,11.31,MA,4,10,8,6025,886.27,50000,1840
2408,Fully Paid,8.81,KS,6,17,7,1700,1715.73,68869,7613
2409,Fully Paid,10.72,GA,3,15,5,7000,7078.81,44553,2640
2410,Fully Paid,16.14,WI,6,16,6,10000,9971.88,31516,4828
2411,Fully Paid,26.31,OH,2,9,10,16000,309.87,82000,6468
2412,Charged Off,14.47,NM,12,10,10,26175,900.59,72000,16777
2413,Fully Paid,16.91,FL,0,3,1,12000,12035.51,85000,8873
2414,Fully Paid,7.02,CA,6,10,7,27000,27031.59,72000,16296
2415,Fully Paid,11.31,TX,10,14,6,11200,97.23,30000,651
2416,Fully Paid,7.56,FL,1,3,6,2475,2477.68,58000,0
2417,Fully Paid,14.47,CO,1,3,5,10000,1020.55,60000,8873
2418,Fully Paid,8.19,CA,4,7,10,6000,5742.85,41625,105
2419,Fully Paid,10.33,MO,4,24,7,10000,9521.76,82500,14881
2420,Fully Paid,12.98,OK,2,9,6,12000,11922.3,34000,3817
2421,Fully Paid,13.56,ID,4,10,6,3600,3660.56,84000,4126
2422,Fully Paid,6.46,AR,4,9,3,8000,7860.43,180000,30185
2423,Fully Paid,15.02,CA,4,15,1,22000,22047.55,70000,567
2424,Fully Paid,11.31,OR,7,10,5,10000,10094.25,90000,21748
2425,Fully Paid,8.81,CO,6,12,1,16000,16190.05,86000,31565
2426,Fully Paid,15.02,OH,3,7,1,10400,10400.47,75000,8873
2427,Fully Paid,14.47,TX,5,17,10,10000,9717.95,35000,155
2428,Fully Paid,19.92,OH,1,11,5,24475,24840.66,50000,18884
2429,Fully Paid,14.47,OR,4,13,2,6250,6305.27,46240,2015
2430,Fully Paid,10.33,TX,5,10,3,18000,18026.75,60000,2096
2431,Charged Off,18.94,KY,2,7,6,10000,518.16,45400,2386
2432,Fully Paid,11.8,NM,10,16,1,20000,20043.15,72000,6886
2433,Fully Paid,11.8,MA,2,22,10,20000,20032.78,90000,1772
2434,Fully Paid,8.81,DE,3,5,10,11000,10571.11,47632,36014
2435,Fully Paid,27.27,MA,4,8,9,9600,9946.67,44305,26320
2436,Fully Paid,10.33,MA,4,6,3,6600,6677.15,65000,2616
2437,Charged Off,17.97,OH,6,20,1,16000,578.2,39000,2434
2438,Fully Paid,14.47,CO,5,12,10,30000,30683.6,100000,6272
2439,Fully Paid,11.8,TX,2,25,1,16000,15788.26,92000,8871
2440,Charged Off,11.8,TX,3,11,1,2400,79.49,165000,40541
2441,Charged Off,7.56,AL,2,10,10,9500,0,83600,22720
2442,Fully Paid,16.14,GA,0,2,1,3025,3037.21,19992,0
2443,Charged Off,14.47,IL,13,18,8,12000,0,49000,1992
2444,Charged Off,17.97,TN,11,14,10,30000,761.32,95000,3296
2445,Fully Paid,12.98,KY,7,20,8,7000,6802.01,82000,14139
2446,Fully Paid,16.91,CA,2,8,2,10000,10098.64,72000,8873
2447,Charged Off,19.92,WI,3,6,10,35000,925.73,65000,5491
2448,Fully Paid,7.56,LA,2,7,1,10000,10010.75,50000,3477
2449,Fully Paid,17.97,MA,10,11,10,10000,10025.86,111000,4153
2450,Fully Paid,20.89,MN,2,11,5,6000,6020.89,50000,21698
2451,Charged Off,11.8,NV,2,5,7,30000,697.53,95000,5707
2452,Fully Paid,13.56,NJ,6,14,4,22000,11607.84,75000,5577
2453,Fully Paid,7.02,CA,2,6,1,5900,2183.36,120000,3068
2454,Fully Paid,10.33,FL,4,7,6,12000,6418.44,72000,8873
2455,Fully Paid,8.81,FL,11,24,2,4000,4022.51,70000,5644
2456,Fully Paid,6.46,MT,2,15,1,10000,9548.11,45000,6912
2457,Fully Paid,20.89,NY,1,2,10,7775,7847.19,110000,25314
2458,Charged Off,16.14,FL,6,7,6,10000,243.93,42000,2916
2459,Fully Paid,19.92,MD,7,16,10,12800,12606.71,43000,1344
2460,Fully Paid,17.97,MA,6,9,1,35000,35973.64,150000,8873
2461,Fully Paid,8.19,CT,2,6,10,8500,8354.84,70000,6463
2462,Charged Off,13.56,NC,6,13,4,20000,679.29,50000,18925
2463,Fully Paid,11.8,NY,2,9,6,1000,994.44,70000,11675
2464,Fully Paid,16.91,MO,5,6,10,2500,2450.59,44000,2269
2465,Fully Paid,17.97,PA,3,11,10,2500,32.45,48000,10956
2466,Charged Off,7.02,CA,2,7,4,12000,0,124000,870
2467,Charged Off,19.92,NY,7,9,6,10000,371.23,70000,1348
2468,Charged Off,18.94,NY,3,6,10,35000,906.77,80000,4993
2469,Charged Off,11.31,ID,2,4,5,5000,0,55000,8873
2470,Charged Off,18.94,FL,5,8,1,10000,366.26,71000,3723
2471,Fully Paid,20.89,CA,7,17,10,16000,16074.28,71000,2138
2472,Charged Off,19.92,TX,7,18,3,5000,185.62,100000,26108
2473,Charged Off,14.47,CA,4,8,8,20000,688.13,69000,7835
2474,Fully Paid,11.8,FL,1,12,4,35000,35059.66,112000,16926
2475,Fully Paid,22.35,TX,6,10,6,12000,6418.44,0,7602
2476,Fully Paid,14.47,AR,2,14,2,35000,35086.94,110000,8996
2477,Fully Paid,8.19,MD,5,11,1,33475,33775.97,145000,8873
2478,Fully Paid,15.02,FL,7,18,4,36000,35970.97,72000,7811
2479,Charged Off,11.8,WI,2,8,5,6500,215.28,55000,6212
2480,Fully Paid,8.19,GA,9,17,1,30000,29908.57,137700,22680
2481,Fully Paid,10.72,CT,8,14,6,20000,19324.06,67000,7009
2482,Fully Paid,16.91,CA,8,13,7,35000,48.26,180000,16613
2483,Fully Paid,20.89,CA,11,15,6,1500,1513.93,68364,2018
2484,Fully Paid,10.33,AZ,2,9,10,24000,24397.4,72000,35796
2485,Fully Paid,10.33,NY,4,16,2,12500,12359.26,68750,32905
2486,Fully Paid,17.97,WI,4,20,10,35000,35342.74,100000,10706
2487,Fully Paid,15.02,TX,6,9,6,2100,2114.02,31000,5963
2488,Fully Paid,17.97,HI,3,6,10,6400,6224.82,43000,4933
2489,Charged Off,16.91,DC,5,7,1,13400,332.38,125000,1950
2490,Charged Off,10.33,TX,2,8,2,4000,0,80000,20508
2491,Fully Paid,16.91,KY,8,17,10,15000,15211.51,65000,8715
2492,Fully Paid,18.94,KY,5,11,1,5600,11.31,100000,23526
2493,Fully Paid,8.81,CA,4,19,7,5000,4812.98,61000,1493
2494,Fully Paid,12.98,TX,1,2,5,8000,7754.95,27040,11929
2495,Fully Paid,7.56,FL,4,22,10,15000,15094.5,72000,4253
2496,Charged Off,19.92,NY,6,10,10,20000,528.99,82000,30352
2497,Fully Paid,16.91,CA,3,6,10,10000,10103.34,60000,8873
2498,Fully Paid,13.56,AL,2,3,10,10000,1.98,42000,3873
2499,Fully Paid,12.98,MA,5,9,8,24000,653.17,81337,37822
2500,Fully Paid,19.92,NY,9,23,2,10000,9996.27,40000,535
2501,Charged Off,15.02,IN,5,7,1,20000,693.51,97000,35275
2502,Fully Paid,8.19,AZ,4,17,2,10000,9858.6,84000,15405
2503,Charged Off,27.27,FL,4,9,6,4075,153,12000,924
2504,Fully Paid,13.56,IL,6,9,3,10000,9680.05,58000,9453
2505,Fully Paid,15.02,FL,2,7,3,20000,20283.34,25500,2436
2506,Fully Paid,15.02,CA,4,6,10,2500,2543.53,110000,8873
2507,Charged Off,16.91,NY,5,7,10,5000,178.04,53000,2985
2508,Fully Paid,10.33,OH,4,6,5,1000,1000.57,35172,2798
2509,Fully Paid,12.98,NJ,9,22,7,20000,20223.46,185000,15667
2510,Fully Paid,11.31,AZ,6,11,1,24000,23801.52,43500,1236
2511,Fully Paid,14.47,MI,8,21,10,6500,6312.27,23000,590
2512,Fully Paid,7.02,MI,2,17,7,7200,6890.09,60000,9776
2513,Fully Paid,20.89,NY,6,11,10,2000,2051.87,80000,3311
2514,Charged Off,14.47,NY,2,13,4,10000,705.34,70000,3361
2515,Fully Paid,6.46,CO,5,21,8,14000,13409.12,80000,16921
2516,Fully Paid,10.72,FL,5,6,9,8000,7742.88,98489,5426
2517,Fully Paid,15.02,OR,4,22,1,22000,21982.26,41000,10453
2518,Charged Off,16.91,NY,3,4,1,15000,534.12,125000,5815
2519,Charged Off,8.19,CA,5,8,10,5500,172.84,27000,2143
2520,Fully Paid,8.19,FL,6,14,10,12000,6418.44,100000,11100
2521,Charged Off,12.98,NY,2,4,1,6500,218.95,70000,1368
2522,Fully Paid,10.72,FL,9,12,10,13000,12183.27,130000,21000
2523,Fully Paid,12.98,NC,5,12,10,27000,27030.96,100000,19419
2524,Fully Paid,7.56,CA,1,4,10,12000,12008.06,62000,8873
